### ТАБЛИЦА: store ###
city,store_location,store_name,store_number,store_id,address,zip_code,county_id
INV-31017500102,165,83,13.64,327.36,4.75,219,223,21,9.09,24,18.0
INV-14689700001,166,84,37.5,900.0,4.75,220,224,22,25.0,24,18.0
INV-51849700005,167,85,16.5,396.0,4.75,221,226,13,11.0,24,18.0
INV-47136400013,36,86,17.25,414.0,4.75,222,227,23,11.5,24,18.0
INV-30877100007,119,87,15.75,378.0,4.75,223,228,13,10.5,24,18.0
INV-23729000038,292,87,15.75,378.0,4.75,224,229,13,10.5,24,18.0
INV-38130700007,11,87,15.75,378.0,4.75,225,230,13,10.5,24,18.0
INV-26860700047,108,87,15.75,378.0,4.75,226,231,13,10.5,24,18.0
INV-35501300001,168,88,29.93,718.32,4.75,227,232,21,19.95,24,18.0
INV-50074100003,169,89,16.5,396.0,4.75,228,233,13,11.0,24,18.0
INV-25325300002,170,90,20.25,486.0,4.75,229,183,24,13.5,24,18.0
INV-31067400088,96,91,15.75,378.0,4.75,230,127,13,10.5,24,18.0
INV-29556000137,135,91,15.75,378.0,4.75,231,234,13,10.5,24,18.0
INV-35234100010,171,92,17.25,414.0,4.75,232,235,19,11.5,24,18.0
INV-52080200044,115,93,31.26,750.24,4.75,233,236,25,20.84,24,18.0
INV-15135300028,119,94,31.76,571.68,4.75,234,237,26,21.17,18,18.0
INV-41451100015,172,95,24.75,594.0,4.75,235,238,13,16.5,24,18.0
INV-39761000081,5,96,20.25,486.0,4.75,236,239,5,13.5,24,18.0
INV-27027100072,135,97,20.25,486.0,4.75,237,240,5,13.5,24,18.0
INV-51816900026,49,97,20.99,503.76,4.75,238,130,5,13.99,24,18.0
INV-43739100001,11,97,20.25,486.0,4.75,239,241,5,13.5,24,18.0
INV-23795800009,82,97,20.25,486.0,4.75,240,242,5,13.5,24,18.0
INV-30854500032,173,98,4.82,115.68,4.75,241,243,10,3.21,24,18.0
INV-16364300024,174,99,4.95,178.2,4.75,242,244,6,3.3,36,18.0
INV-47185500016,175,100,5.09,244.32,4.75,243,85,6,3.39,48,18.0
INV-16816400007,176,100,5.09,244.32,4.75,244,245,6,3.39,48,18.0
INV-17358600026,177,100,5.09,244.32,4.75,245,246,6,3.39,48,18.0
INV-34889000020,177,100,5.09,244.32,4.75,246,168,6,3.39,48,18.0
INV-34695900025,178,101,10.49,251.76,4.75,247,247,6,6.99,24,18.0
INV-52939900025,119,102,22.5,540.0,4.75,248,248,27,15.0,24,18.0
INV-17665700125,124,103,8.82,264.6,4.75,249,249,6,5.88,30,18.0
INV-31833000001,179,104,13.13,315.12,4.75,250,54,9,8.75,24,18.0
INV-20151400014,180,104,12.38,297.12,4.75,251,250,9,8.25,24,18.0
INV-26574500065,181,104,13.13,315.12,4.75,252,251,9,8.75,24,18.0
INV-42572100110,55,105,12.0,288.0,4.75,253,140,9,8.0,24,18.0
INV-47324700004,124,106,14.99,359.76,4.75,254,252,6,9.99,24,18.0
INV-52120700005,182,106,14.99,359.76,4.75,255,253,6,9.99,24,18.0
INV-51729800050,115,106,14.99,359.76,4.75,256,254,6,9.99,24,18.0
INV-14962200003,32,106,17.24,413.76,4.75,257,255,6,11.49,24,18.0
INV-49076200094,4,106,14.99,359.76,4.75,258,256,6,9.99,24,18.0
INV-50530800062,8,107,14.99,359.76,4.75,259,258,6,9.99,24,18.0
INV-59765100032,171,108,14.99,359.76,4.75,260,214,6,9.99,24,18.0
INV-36099500061,119,109,14.99,359.76,4.75,261,259,6,9.99,24,18.0
INV-56797100008,8,109,14.99,359.76,4.75,262,260,6,9.99,24,18.0
INV-52364000027,126,109,14.99,359.76,4.75,263,261,6,9.99,24,18.0
INV-61191300006,183,110,14.99,359.76,4.75,264,76,6,9.99,24,18.0
INV-53216800007,111,110,14.99,359.76,4.75,265,262,6,9.99,24,18.0
INV-19993100072,184,111,30.93,556.74,4.75,266,263,28,20.62,18,18.0
INV-15231300026,167,112,18.75,450.0,4.75,267,264,13,12.5,24,18.0
INV-35310300027,10,113,34.13,614.34,4.75,268,42,24,22.75,18,18.0
INV-36216900061,185,113,34.13,614.34,4.75,269,265,24,22.75,18,18.0
INV-18272200055,118,113,33.75,607.5,4.75,270,266,24,22.5,18,18.0
INV-42987400019,13,113,28.5,513.0,4.75,271,267,24,19.0,18,18.0
INV-29485000046,117,113,34.13,614.34,4.75,272,268,24,22.75,18,18.0
INV-19968500019,171,115,18.75,450.0,4.75,273,270,5,12.5,24,18.0
INV-37450700091,119,115,17.0,408.0,4.75,274,271,5,11.33,24,18.0
INV-28771400048,30,116,10.5,252.0,4.75,275,272,16,7.0,24,18.0
INV-47374800146,185,117,10.5,252.0,4.75,276,273,16,7.0,24,18.0
INV-13872300019,126,118,14.99,359.76,4.75,277,274,29,9.99,24,18.0
INV-56248200010,186,119,12.0,288.0,4.75,278,275,9,8.0,24,18.0
INV-27098300020,187,119,12.38,297.12,4.75,279,276,9,8.25,24,18.0
INV-28590200071,5,119,12.38,297.12,4.75,280,277,9,8.25,24,18.0
INV-42745700003,169,119,12.0,288.0,4.75,281,278,9,8.0,24,18.0
INV-13613400005,67,119,12.38,297.12,4.75,282,279,9,8.25,24,18.0
INV-16461500007,119,122,10.5,252.0,4.75,283,280,5,7.0,24,18.0
INV-21413900110,119,122,10.5,252.0,4.75,284,281,5,7.0,24,18.0
INV-40313800002,31,123,14.99,359.76,4.75,285,282,29,9.99,24,18.0
INV-19744200043,119,124,14.15,339.6,4.75,286,283,30,9.43,24,18.0
INV-27958000002,188,125,5.06,121.44,4.75,287,133,10,3.37,24,18.0
INV-48893000092,189,125,5.06,121.44,4.75,288,284,8,3.37,24,18.0
INV-31680900013,190,125,5.06,121.44,4.75,289,68,10,3.37,24,18.0
INV-55669300096,191,125,5.06,121.44,4.75,290,285,8,3.37,24,18.0
INV-46914500010,192,125,5.06,121.44,4.75,291,286,8,3.37,24,18.0
INV-52191300038,193,125,5.06,121.44,4.75,292,287,8,3.37,24,18.0
INV-20383300045,114,126,5.06,121.44,4.75,293,288,10,3.37,24,18.0
INV-56797100007,8,127,14.99,359.76,4.75,294,260,6,9.99,24,18.0
INV-22404900006,167,127,14.99,413.76,4.75,295,81,6,9.99,24,18.0
INV-44762300004,186,128,6.75,162.0,4.75,296,289,4,4.5,24,18.0
INV-52933800062,194,128,6.75,162.0,4.75,297,290,4,4.5,24,18.0
INV-27359100002,93,128,6.75,162.0,4.75,298,73,4,4.5,24,18.0
INV-19370800061,195,128,6.72,161.28,4.75,299,291,4,4.48,24,18.0
INV-14107200002,70,129,2.9,139.2,4.75,300,292,18,1.93,48,18.0
INV-26796400022,196,129,2.9,139.2,4.75,301,294,18,1.93,48,18.0
INV-19822700011,197,130,5.06,121.44,4.75,302,295,18,3.37,24,18.0
INV-23410800036,87,130,5.06,121.44,4.75,303,296,18,3.37,24,18.0
INV-32253500001,198,130,5.06,121.44,4.75,304,297,18,3.37,24,18.0
INV-42783300009,87,130,5.06,121.44,4.75,305,298,18,3.37,24,18.0
INV-19038800008,199,130,5.06,121.44,4.75,306,299,18,3.37,24,18.0
INV-36462000027,200,130,5.06,121.44,4.75,307,300,18,3.37,24,18.0
INV-22456400001,201,130,5.06,121.44,4.75,308,301,18,3.37,24,18.0
INV-19222000020,76,130,5.06,121.44,4.75,309,302,18,3.37,24,18.0
INV-18474600013,87,130,5.06,121.44,4.75,310,304,18,3.37,24,18.0
INV-27020000001,202,131,5.06,121.44,4.75,311,240,18,3.37,24,18.0
INV-19586800007,68,131,5.06,121.44,4.75,312,305,18,3.37,24,18.0
INV-20113000005,172,131,5.06,121.44,4.75,313,306,18,3.37,24,18.0
INV-26377800006,203,131,5.06,121.44,4.75,314,90,18,3.37,24,18.0
INV-18146900005,204,131,5.06,121.44,4.75,315,40,18,3.37,24,18.0
INV-34665500011,205,131,5.06,121.44,4.75,316,307,18,3.37,24,18.0
INV-31405800007,206,131,5.06,121.44,4.75,317,67,18,3.37,24,18.0
INV-18197400003,207,131,5.06,121.44,4.75,318,308,18,3.37,24,18.0
INV-18241500041,27,131,5.06,121.44,4.75,319,309,18,3.37,24,18.0
INV-32376200001,208,131,5.06,121.44,4.75,320,310,18,3.37,24,18.0
INV-17617800019,209,131,5.06,121.44,4.75,321,311,18,3.37,24,18.0
INV-23917300003,210,131,5.06,121.44,4.75,322,312,18,3.37,24,18.0
INV-31227400010,211,131,5.06,121.44,4.75,323,59,18,3.37,24,18.0
INV-29384600010,212,131,5.06,121.44,4.75,324,4,18,3.37,24,18.0
INV-17363400002,213,131,5.06,121.44,4.75,325,246,18,3.37,24,18.0
INV-14527200013,214,131,5.06,121.44,4.75,326,313,18,3.37,24,18.0
INV-22139900035,215,131,5.06,121.44,4.75,327,314,18,3.37,24,18.0
INV-41999200005,216,133,2.61,125.28,4.75,328,137,8,1.74,48,18.0
INV-29857300001,217,134,12.75,306.0,4.75,329,315,4,8.5,24,18.0
INV-47125500011,218,135,2.79,133.92,4.75,330,227,16,1.86,48,18.0
INV-31888700002,219,135,2.79,133.92,4.75,331,316,16,1.86,48,18.0
INV-58811600013,220,135,3.0,144.0,4.75,332,317,16,2.0,48,18.0
INV-20235600082,124,135,2.79,133.92,4.75,333,318,16,1.86,48,18.0
INV-26312500002,221,135,2.79,133.92,4.75,334,319,16,1.86,48,18.0
INV-22997000004,222,135,2.79,133.92,4.75,335,320,16,1.86,48,18.0
INV-58979200007,223,135,3.0,144.0,4.75,336,321,16,2.0,48,18.0
INV-53276400001,224,135,2.79,133.92,4.75,337,322,16,1.86,48,18.0
INV-31185200008,225,135,2.79,133.92,4.75,338,323,16,1.86,48,18.0
INV-25677300001,226,135,2.79,133.92,4.75,339,324,16,1.86,48,18.0
INV-17945500004,221,135,2.79,133.92,4.75,340,325,16,1.86,48,18.0
INV-27555300035,227,135,2.79,133.92,4.75,341,149,16,1.86,48,18.0
INV-59312000004,228,135,3.0,144.0,4.75,342,326,16,2.0,48,18.0
INV-59439500004,223,135,3.0,144.0,4.75,343,327,16,2.0,48,18.0
INV-52141800012,229,135,2.79,133.92,4.75,344,328,16,1.86,48,18.0
INV-20913100027,230,135,2.79,133.92,4.75,345,329,16,1.86,48,18.0
INV-23995000020,76,135,2.79,133.92,4.75,346,79,16,1.86,48,18.0
INV-46483600023,231,135,2.79,133.92,4.75,347,330,16,1.86,48,18.0
INV-22040400019,232,135,2.79,133.92,4.75,348,331,16,1.86,48,18.0
INV-55099000002,223,135,3.0,144.0,4.75,349,332,16,2.0,48,18.0
INV-23768600002,233,135,2.79,133.92,4.75,350,333,16,1.86,48,18.0
INV-56298700015,234,135,3.0,144.0,4.75,351,334,16,2.0,48,18.0
INV-37220800003,235,135,2.79,133.92,4.75,352,336,16,1.86,48,18.0
INV-48410500005,236,135,2.79,133.92,4.75,353,337,16,1.86,48,18.0
INV-35826900002,237,135,2.79,133.92,4.75,354,338,16,1.86,48,18.0
INV-29296100001,238,135,2.79,133.92,4.75,355,111,16,1.86,48,18.0
INV-23654100012,65,135,2.79,133.92,4.75,356,339,16,1.86,48,18.0
INV-27720500019,239,135,2.79,133.92,4.75,357,269,16,1.86,48,18.0
INV-38794400036,240,136,5.01,120.24,4.75,358,104,16,3.34,24,18.0
INV-22734600019,241,136,5.01,120.24,4.75,359,340,16,3.34,24,18.0
INV-56259600010,242,136,5.25,126.0,4.75,360,275,16,3.5,24,18.0
INV-37042500001,97,136,5.01,120.24,4.75,361,341,16,3.34,24,18.0
INV-45249300018,224,136,5.03,120.72,4.75,362,342,16,3.35,24,18.0
INV-32793400073,31,136,5.01,120.24,4.75,363,343,16,3.34,24,18.0
INV-31641200006,243,136,5.01,120.24,4.75,364,344,16,3.34,24,18.0
INV-26438900011,244,136,5.01,120.24,4.75,365,345,16,3.34,24,18.0
INV-52892900062,49,136,5.03,120.72,4.75,366,346,16,3.35,24,18.0
INV-19941500012,245,136,5.01,120.24,4.75,367,172,16,3.34,24,18.0
INV-52923000052,121,136,5.03,120.72,4.75,368,290,16,3.35,24,18.0
INV-61685800017,246,136,5.25,126.0,4.75,369,347,16,3.5,24,18.0
INV-29980400012,247,136,5.01,120.24,4.75,370,348,16,3.34,24,18.0
INV-47508600032,248,136,5.01,120.24,4.75,371,94,16,3.34,24,18.0
INV-40648400016,249,136,5.01,120.24,4.75,372,349,16,3.34,24,18.0
INV-21165800063,138,136,5.01,120.24,4.75,373,350,16,3.34,24,18.0
INV-31019600006,250,136,5.01,120.24,4.75,374,223,16,3.34,24,18.0
INV-29751300015,251,136,5.01,120.24,4.75,375,101,16,3.34,24,18.0
INV-41315600003,252,136,5.01,120.24,4.75,376,351,16,3.34,24,18.0
INV-20726300073,149,136,5.01,120.24,4.75,377,352,16,3.34,24,18.0
INV-18316800002,253,136,5.01,120.24,4.75,378,353,16,3.34,24,18.0
INV-31092700012,253,136,5.01,120.24,4.75,379,127,16,3.34,24,18.0
INV-40587500037,240,136,5.01,120.24,4.75,380,354,16,3.34,24,18.0
INV-46450500009,254,136,5.01,120.24,4.75,381,355,16,3.34,24,18.0
INV-39572700002,255,136,5.01,120.24,4.75,382,356,16,3.34,24,18.0
INV-53983200009,256,136,5.25,120.72,4.75,383,173,16,3.5,24,18.0
INV-18800300018,257,136,5.01,120.24,4.75,384,357,16,3.34,24,18.0
INV-56464000117,191,136,5.25,126.0,4.75,385,82,16,3.5,24,18.0
INV-17579700034,258,136,5.01,120.24,4.75,386,358,16,3.34,24,18.0
INV-29313400010,259,136,5.01,120.24,4.75,387,111,16,3.34,24,18.0
INV-48407800022,260,136,5.03,120.24,4.75,388,337,16,3.35,24,18.0
INV-27665900005,261,136,5.01,120.24,4.75,389,359,16,3.34,24,18.0
INV-15760100004,262,136,5.01,120.24,4.75,390,360,16,3.34,24,18.0
INV-37600400009,263,136,5.01,120.24,4.75,391,361,16,3.34,24,18.0
INV-56384900001,264,136,5.25,126.0,4.75,392,362,16,3.5,24,18.0
INV-24163000002,265,136,5.01,120.24,4.75,393,363,16,3.34,24,18.0
INV-35481200090,266,136,5.01,120.24,4.75,394,364,16,3.34,24,18.0
INV-53983700003,267,136,5.25,120.72,4.75,395,173,16,3.5,24,18.0
INV-35994800017,266,136,5.01,120.24,4.75,396,365,16,3.34,24,18.0
INV-58048000004,58,136,5.25,126.0,4.75,397,366,16,3.5,24,18.0
INV-58327900002,229,136,5.25,126.0,4.75,398,367,16,3.5,24,18.0
INV-29408900009,257,136,5.01,120.24,4.75,399,4,16,3.34,24,18.0
INV-23828400051,266,136,5.01,120.24,4.75,400,369,16,3.34,24,18.0
INV-45713700030,268,138,5.01,120.24,4.75,401,114,16,3.34,24,18.0
INV-24252800018,81,138,5.01,120.24,4.75,402,370,16,3.34,24,18.0
INV-32879600037,269,138,5.01,120.24,4.75,403,180,16,3.34,24,18.0
INV-16500100045,270,138,5.01,120.24,4.75,404,371,16,3.34,24,18.0
INV-58975200029,54,138,5.25,126.0,4.75,405,321,16,3.5,24,18.0
INV-19773700011,271,138,5.01,120.24,4.75,406,372,16,3.34,24,18.0
INV-21235700004,272,138,5.01,120.24,4.75,407,373,16,3.34,24,18.0
INV-29727700018,273,138,5.01,120.24,4.75,408,374,16,3.34,24,18.0
INV-17420300004,274,138,5.01,120.24,4.75,409,375,16,3.34,24,18.0
INV-18116300029,76,138,5.01,120.24,4.75,410,126,16,3.34,24,18.0
INV-44535900029,275,138,5.01,120.24,4.75,411,376,16,3.34,24,18.0
INV-26099300019,276,138,5.01,120.24,4.75,412,377,16,3.34,24,18.0
INV-25773900019,277,138,5.01,120.24,4.75,413,66,16,3.34,24,18.0
INV-54702200004,278,138,5.25,126.0,4.75,414,378,16,3.5,24,18.0
INV-15549700016,279,138,5.01,120.24,4.75,415,379,16,3.34,24,18.0
INV-55893100015,280,138,5.25,126.0,4.75,416,380,16,3.5,24,18.0
INV-18685700024,200,138,5.01,120.24,4.75,417,381,16,3.34,24,18.0
INV-19148500031,200,138,5.01,120.24,4.75,418,382,16,3.34,24,18.0
INV-22215800010,281,138,5.01,120.24,4.75,419,383,16,3.34,24,18.0
INV-55066700036,282,138,5.25,126.0,4.75,420,368,16,3.5,24,18.0
INV-54022200022,283,138,5.25,120.72,4.75,421,384,16,3.5,24,18.0
INV-14277600002,284,138,5.01,120.24,4.75,422,385,16,3.34,24,18.0
INV-50083200070,285,138,5.03,120.72,4.75,423,386,16,3.35,24,18.0
INV-14484200130,286,139,18.75,450.0,4.75,424,387,13,12.5,24,18.0
INV-53551600062,287,140,13.5,306.0,4.75,425,388,4,9.0,24,18.0
INV-61514700086,195,141,12.0,288.0,4.75,426,389,31,8.0,24,18.0
INV-45422400058,8,141,11.25,270.0,4.75,427,390,31,7.5,24,18.0
INV-19725100049,288,142,4.97,119.28,4.75,428,32,10,3.31,24,18.0
INV-36949800014,289,142,4.97,119.28,4.75,429,391,10,3.31,24,18.0
INV-28537100020,289,142,4.97,119.28,4.75,430,392,10,3.31,24,18.0
INV-27267300070,290,142,4.97,119.28,4.75,431,393,10,3.31,24,18.0
INV-28728600020,47,142,4.97,119.28,4.75,432,394,10,3.31,24,18.0
INV-23000600036,72,142,4.97,119.28,4.75,433,320,10,3.31,24,18.0
INV-24956000021,291,142,4.97,119.28,4.75,434,193,10,3.31,24,18.0
INV-57204700029,292,142,4.97,119.28,4.75,435,395,8,3.31,24,18.0
INV-53475000048,50,142,4.97,119.28,4.75,436,396,8,3.31,24,18.0
INV-50084300030,293,142,4.97,119.28,4.75,437,386,8,3.31,24,18.0
INV-17958200036,294,142,4.97,119.28,4.75,438,325,10,3.31,24,18.0
INV-26091200035,295,142,4.97,119.28,4.75,439,377,10,3.31,24,18.0
INV-23851300043,296,142,4.97,119.28,4.75,440,369,10,3.31,24,18.0
INV-43188900020,20,142,4.97,119.28,4.75,441,398,8,3.31,24,18.0
INV-23390500005,32,143,14.99,359.76,4.75,442,399,6,9.99,24,18.0
INV-29538600043,171,143,14.99,359.76,4.75,443,234,6,9.99,24,18.0
INV-31883100002,19,144,4.95,118.8,4.75,444,316,32,3.3,24,18.0
INV-48829000021,297,144,5.49,122.88,4.75,445,400,33,3.66,24,18.0
INV-59026500011,298,144,5.49,131.76,4.75,446,402,33,3.66,24,18.0
INV-43775000099,19,144,5.12,122.88,4.75,447,197,32,3.41,24,18.0
INV-56266200037,299,144,5.49,131.76,4.75,448,403,33,3.66,24,18.0
INV-25213500019,121,144,4.8,115.2,4.75,449,15,32,3.2,24,18.0
INV-38493300104,5,144,5.07,121.68,4.75,450,405,32,3.38,24,18.0
INV-34011300050,300,144,4.95,118.8,4.75,451,184,32,3.3,24,18.0
INV-53895000004,301,144,5.49,131.76,4.75,452,406,33,3.66,24,18.0
INV-36807300061,121,144,5.0,120.0,4.75,453,20,32,3.33,24,18.0
INV-48678000024,302,144,5.49,122.88,4.75,454,70,33,3.66,24,18.0
INV-15986000068,266,145,11.9,285.6,4.75,455,407,36,7.93,24,18.0
INV-31830100003,76,146,4.97,119.28,4.75,456,54,19,3.31,24,18.0
INV-33208600014,303,146,4.97,119.28,4.75,457,408,19,3.31,24,18.0
INV-16530400019,304,146,4.97,119.28,4.75,458,371,19,3.31,24,18.0

